;id;operator
2542;8311303429;
2543;8311524949;
2544;8349863451;
2545;8357790358;
2546;8406421688;
2547;8422020064;
2548;8478613548;Avia
2549;8483997191;Coop
2550;8486421102;Regio Energie Solothurn
2551;8489542151;
2552;8489547481;
2553;8528145299;Bütikofer
2554;8539689215;
2555;8544380874;
2556;8568950563;
2557;8569355617;
2558;8614666888;
2559;8658071193;LANDI Buchberg Rüdlingen
2560;8708689896;
2561;8714466441;Agrola
2562;8745217408;
2563;8781440145;
2564;8809275654;
2565;8816913332;
2566;8821677686;
2567;8831061035;
2568;8862668023;
2569;8863909474;Coop Mineraloel
2570;8872977825;Agip
2571;8886970113;
2572;8894409499;
2573;8897241656;
2574;8897803330;BP
2575;8901334846;Autoland Reust AG
2576;8920626404;
2577;8922195925;
2578;8923044561;
2579;8930755050;Tanner Oel
2580;8963692502;
2581;8975252778;
2582;8990082844;
2583;9005199657;
2584;9025347030;Agrola
2585;9028879510;
2586;9032304502;
2587;9032714705;
2588;9032746232;
2589;9034117746;
2590;9038994452;
2591;9040067319;
2592;9043472190;
2593;9043505782;
2594;9050155305;
2595;9069374017;
2596;9069769511;
2597;9074742122;
2598;9080804160;
2599;9081607347;LANDI Graubünden AG
2600;9094989413;
2601;9097117332;Erpot Winterthur
2602;9098957627;
2603;9101412647;
2604;9102042648;
2605;9106167326;
2606;9115798551;
2607;9120590724;Auto-Center Benno Müller
2608;9149969124;
2609;9168386810;
2610;9255380791;
2611;9267465681;
2612;9267711019;
2613;9267750693;
2614;9267950391;
2615;9274607020;
2616;9285352215;
2617;9289206906;
2618;9303633585;
2619;9309047141;
2620;9349521108;
2621;9404456365;
2622;9408619653;
2623;9417474043;
2624;9420034735;Coop Mineraloel
2625;9421932696;
2626;9424019827;
2627;9424019829;
2628;9465566396;
2629;9534195025;
2630;9543449501;
2631;9545730709;Auto-Haus Bowil
2632;9547965320;
2633;9555646299;
2634;9597538969;
2635;9600677418;
2636;9682129079;
2637;9687983298;
2638;9705296338;
2639;9768345585;
2640;9775806410;
2641;9784023917;Shell
2642;9788864247;Agrola
2643;9795472545;
2644;9822086386;Kreuzgarage Eggerstanden AG
2645;9823820576;Eduard Waldburger AG
2646;9837839917;
2647;9846257247;Tamoil
2648;9864304769;
2649;9873256042;
2650;9890010911;
2651;9903724144;
2652;9909993062;
2653;9913053661;
2654;9914493264;
2655;9914493267;
2656;9915244118;
2657;9916685635;
2658;9922434457;BP
2659;9931250917;
2660;9931694417;
2661;9938824490;Coop
2662;9942407242;
2663;9949277157;
2664;9949283932;
2665;9950963590;Red Fox Oil
2666;9960238434;
2667;9965475815;
2668;9965923028;
2669;9967850151;
2670;9983081873;
2671;9995677989;
2672;9997181589;ecsa
2673;10031143191;
2674;10031156992;
2675;10052226162;
2676;10052272014;
2677;10052272015;
2678;10068851677;
2679;10075204701;
2680;10080554886;
2681;10080554887;
2682;10081431035;
2683;10087517221;
2684;10100981031;
2685;10104394347;
2686;10106228306;
2687;10119084857;
2688;10125913623;Coop
2689;10129914295;
2690;10148228397;
2691;10160267814;Tamoil
2692;10167697119;Tamoil
2693;10178629981;
2694;10184300017;
2695;10184308617;
2696;10225937410;
2697;10229045903;
2698;10239196021;
2699;10247624431;
2700;10251388827;
2701;10251448694;
2702;10254598355;
2703;10259118070;
2704;10266055340;
2705;10266055344;
2706;10284494736;
2707;10292982081;Centre de l'île
2708;10293612864;Shqiprim Salihu
2709;10295608325;Schneider AG
2710;10297337892;Migros
2711;10301090417;
2712;10301090422;Coop
2713;10302641193;
2714;10371748183;Combustia SA
2715;10539012266;Midland AG Hunzenschwil
2716;10577618898;
2717;10584053766;
2718;10588981463;
2719;10592141971;
2720;10592396705;
2721;10594105906;
2722;10594373271;
2723;10598764329;SBB
2724;10649533003;
2725;10678234782;
2726;10692702753;
2727;10692840962;Sprenger AG
2728;10701492029;
2729;10706845164;
2730;10707802410;
2731;10735410458;
2732;10778337376;
2733;10778637635;
2734;10779404861;
2735;10819794959;
2736;10853978005;
2737;10857051770;
2738;10873466298;
2739;10875228533;
2740;10895857002;Garage Steiner
2741;10922072279;
2742;10924914755;Gebr. Hürlimann AG
2743;10933576878;
2744;10949343842;
2745;10963324378;Bolliger AG
2746;10982335805;
2747;11002965308;
2748;11011989907;
2749;11022607283;
2750;11023179026;
2751;11030760094;
2752;11033130851;
2753;11042949086;
2754;11042949158;
2755;11046161442;
2756;11047768568;Garage Amstad AG
2757;11062916975;
2758;11064486156;
2759;11069339336;Schweizer Armee
2760;11076106730;
2761;11115100067;
2762;11118897541;
2763;11118919303;
2764;11143314072;
2765;11183642660;Coop
2766;11185679536;
2767;11247572502;
2768;11247572508;
2769;11248519853;
2770;11281280991;
2771;11281280992;
2772;11295917428;Paupe Station SA
2773;11300071656;
2774;11304024244;
2775;11304024245;
2776;11304024246;
2777;11323344293;
2778;11329043056;
2779;11357088237;
2780;11382477014;
2781;11387433445;Bobst
2782;11431991828;
2783;11446164240;
2784;11471042330;
2785;11473182669;
2786;11486230578;
2787;11486230579;Voegtlin-Meyer
2788;11486230581;
2789;11491797795;
2790;11510637922;
2791;11527953025;Garage Loyal
2792;11528384018;AAGL
2793;11530474913;
2794;11531578139;
2795;11577930778;
2796;11660181226;
2797;11662707353;
2798;11669936644;Christen Automobile AG
2799;11696603774;
