;id;operator
1352;1923272905;
1353;1923314905;
1354;1924177999;Avia Osterwalder Zürich
1355;1933343179;Tamoil
1356;1933689564;Mini-prix
1357;1936459890;
1358;1944924400;
1359;1946091623;
1360;1946159866;
1361;1946159902;
1362;1949179157;Garage Petrillo & Scalia
1363;1949535717;Agrola
1364;1953487290;Viamala Raststätte Thusis AG
1365;1960477734;
1366;1960490981;
1367;1961638543;
1368;1962314078;
1369;1974443739;Tamoil
1370;1975299928;
1371;1975546345;Migrol
1372;1976789584;Migrol
1373;1976898678;Migrol
1374;1976917024;
1375;1977209660;
1376;1979812153;eni
1377;1980956473;
1378;1981714666;
1379;1990017207;
1380;1994208081;LANDI Frila
1381;1997617203;
1382;1997878114;
1383;2001651040;
1384;2002786093;Shell
1385;2011278133;Agrola
1386;2012119527;Moveri
1387;2020021665;
1388;2025508669;
1389;2030250496;Avia Osterwalder Zürich
1390;2030813794;
1391;2031025592;Grünau-Garage B. Leu AG
1392;2031629039;
1393;2037405840;
1394;2037405848;
1395;2038180365;
1396;2038180380;Migrol
1397;2044313034;
1398;2046481746;
1399;2046481751;
1400;2049498641;BP
1401;2063703190;
1402;2065639858;RhyOEL AG
1403;2069906938;
1404;2069997188;Jubin
1405;2071461249;Landi
1406;2074771409;Migrol
1407;2074771410;
1408;2080030876;
1409;2082083945;Migrol
1410;2082609517;
1411;2082727575;
1412;2083474708;
1413;2083533372;
1414;2087629938;Ruedi Rüssel
1415;2088172705;
1416;2088194516;
1417;2092730377;
1418;2095138401;
1419;2096697080;
1420;2097846632;
1421;2100516385;Landi Marthalen
1422;2104399786;Renault
1423;2105399667;
1424;2109027261;LANDI Sarganserland AG
1425;2114895058;Centralgarage Sursee
1426;2117800705;
1427;2118341249;
1428;2118960427;
1429;2123681572;Migrol
1430;2124172546;Avia Osterwalder Zürich
1431;2126510762;Fenaco
1432;2131610848;
1433;2140022268;
1434;2142586966;Oeltrans
1435;2142689748;
1436;2147081061;
1437;2147658991;
1438;2147659002;
1439;2147659003;
1440;2147659029;
1441;2147659038;
1442;2148225705;
1443;2150131795;Coop Mineraloel
1444;2150408119;
1445;2155061576;
1446;2164514676;
1447;2166058868;
1448;2166192091;
1449;2172529283;
1450;2173294557;Moser
1451;2175225825;
1452;2183596691;Agrola
1453;2184457029;
1454;2184457034;
1455;2185610249;Migrol
1456;2186095416;
1457;2186282617;
1458;2193310580;
1459;2194325506;
1460;2194509641;
1461;2194955245;
1462;2196373061;
1463;2214821219;SOCAR Energy Switzerland
1464;2232036984;
1465;2233923218;
1466;2251949254;agrola
1467;2251949258;avia
1468;2262032671;Esso
1469;2262032672;
1470;2267251447;
1471;2269508086;
1472;2269694276;
1473;2276702417;Shell (Switzerland)
1474;2279775523;
1475;2287987550;
1476;2290342093;Agrola
1477;2290610240;SOCAR Energy Switzerland
1478;2290630900;
1479;2290630916;
1480;2290833403;BP
1481;2293738942;
1482;2293739390;
1483;2294128749;LANDI ArcJura SA
1484;2296075721;
1485;2298168567;
1486;2301905696;
1487;2306589625;
1488;2310133319;Migrol
1489;2319855981;
1490;2320567716;TankStop ANDEX
1491;2320614539;
1492;2321097739;
1493;2321655387;Landi
1494;2322343951;
1495;2330954312;Hanna Zwygart
1496;2331983439;
1497;2335894968;
1498;2338458360;
1499;2342240617;Coop Mineraloel
1500;2342240672;Garage Nyffeler
1501;2342241222;
1502;2344276924;
1503;2344545324;
1504;2344551128;
1505;2345647636;
1506;2353751972;
1507;2353769640;
1508;2354711911;
1509;2354765092;
1510;2356946043;
1511;2357532576;Migrol
1512;2360399537;Piz-Aul Garage
1513;2362215334;Landi
1514;2367298772;Garage Piz-Aul
1515;2369236534;
1516;2371367682;
1517;2376309412;
1518;2377108626;Mini Prix
1519;2383717270;
1520;2385204503;Ruedi Rüssel
1521;2386691625;
1522;2386732538;
1523;2387341805;
1524;2388339711;
1525;2389917394;
1526;2392081646;
1527;2392657652;Moveri
1528;2392657658;Migrol
1529;2396021638;
1530;2398699864;
1531;2399540626;
1532;2400839575;
1533;2400839607;
1534;2400839628;
1535;2400839640;Coop
1536;2402540485;Coop
1537;2405452663;BP
1538;2407208403;
1539;2407228024;
1540;2408165665;
1541;2415883969;
1542;2416781612;
1543;2417622006;
1544;2417651105;
1545;2418251995;
1546;2418870049;
1547;2427892651;
1548;2430389779;Agrola
1549;2432632982;Epper Sursee AG
1550;2432632983;
1551;2433663082;BP
1552;2446828004;
1553;2450501370;
1554;2451555558;
1555;2451962794;
1556;2452165861;
1557;2452165875;
1558;2452165885;
1559;2452165888;
1560;2452165892;
1561;2463639260;Wesag Auto AG
1562;2463639822;Tamoil
1563;2464246505;
1564;2466323687;Voegtlin-Meyer, Aumattstrasse 2, CH-5210 Windisch
1565;2468529775;
1566;2468696425;
1567;2469122824;
1568;2469124932;
1569;2471120934;unknown
1570;2472551713;
1571;2472551725;
1572;2472551726;
1573;2477003262;
1574;2477003268;
1575;2477003483;
1576;2479965161;Coop Mineraloel
1577;2480248159;
1578;2492271906;
1579;2492760745;
1580;2498353735;Garage des Rocs SA
1581;2499977968;
1582;2502417847;
1583;2506241323;
1584;2507487722;
1585;2510201358;
1586;2511874387;
1587;2511896139;
1588;2513636432;
1589;2522474456;
1590;2522474461;
1591;2522474533;
1592;2549317450;
1593;2563389409;Coop Mineraloel
1594;2563389449;
1595;2563389451;
1596;2563389452;
1597;2571051411;Agrola
1598;2576637297;Coop Mineraloel
1599;2576639883;Coop Mineraloel
1600;2576641031;Coop
1601;2576644569;Coop Mineraloel
1602;2576974605;Zürcher
1603;2581670449;MIGROL
1604;2582641124;
1605;2586371626;
1606;2589391996;
1607;2594087411;
1608;2594087412;SOCAR Energy Switzerland
1609;2594087414;BP
1610;2595120167;A.H. Meyer & Cie
1611;2600727479;Migrol
1612;2603091588;NASA TS GmbH
1613;2608602835;
1614;2610776667;
1615;2610953110;Landi Bubendorf (Gasmobil)
1616;2611932131;AVIA
1617;2613273097;
1618;2613273100;Shell
1619;2613649986;Agrola
1620;2617018692;Coop Mineraloel
1621;2617018701;
1622;2619423727;LV St. Gallen
1623;2619516259;
1624;2629117545;
1625;2629117546;
1626;2629123779;Migrol
1627;2630940607;
1628;2630944453;
1629;2633729038;Coop Mineraloel
1630;2633729039;Bernhard Automobile AG
1631;2637205219;
1632;2638832219;Avia
1633;2639107872;
1634;2639179352;
1635;2643475964;Avia
1636;2647325839;Schweizer Armee
1637;2647362281;Autohaus Stalder AG
1638;2648339595;
1639;2674580997;Landi
1640;2684731477;Avia
1641;2694195855;
1642;2696218096;
1643;2696717531;
1644;2697748656;Rigoni & Co
1645;2702363178;
1646;2703041969;
1647;2705742343;
1648;2715681249;Freie Tankstelle
1649;2715702282;
1650;2720687666;LANDI Stäfa-Männedorf AG
1651;2722873137;
1652;2725280247;
1653;2727215234;
1654;2728425457;
1655;2741686844;A.H. Meyer & Cie
1656;2742294821;CHF and EURO cash, CHF for CB (fees)
1657;2750770889;AVIA
1658;2765456786;
1659;2765456793;
1660;2770619405;
1661;2770619414;
1662;2770646240;
1663;2770662276;
1664;2772125416;
1665;2775832578;Coop Mineraloel
1666;2788676807;Coop Mineraloel
1667;2789398878;
1668;2799282091;Piccadilly
1669;2800588923;Avia Osterwalder Zürich
1670;2805987100;
1671;2810537327;Combustia
1672;2814508847;
1673;2818759393;BP
1674;2843821734;
1675;2859767833;
1676;2875065823;Gustoil Zuchwil
1677;2878451891;Oel-Hauser
1678;2878749413;
1679;2888195234;Migrol
1680;2889088814;
1681;2892492106;Jubin SA
1682;2896395511;
1683;2897051075;
1684;2898503502;Garage Montani SA
1685;2909134584;
1686;2917008797;Coop Pronto
1687;2930698122;Landi Sursee
1688;2930698123;Landi Sursee
1689;2938775995;
1690;2942625760;
1691;2942625922;
1692;2942626264;
1693;2945900336;Migrol
1694;2946664684;
1695;2948518931;
1696;2949154839;LANDI Oberbalm, Genossenschaft
1697;2953816992;Fred Eggenberg AG
1698;2964066018;Agrola
1699;2965051132;
1700;2969139664;
1701;2969139675;
1702;2971729334;
1703;2989553634;A.H. Meyer & Cie
1704;2996245733;A.H. Meyer & Cie
1705;2998400214;
1706;2998617955;
1707;3007661969;LANDI Mels
1708;3009125956;
1709;3013065716;
1710;3020031800;
1711;3021904258;Tamoil
1712;3022093738;
1713;3028802264;
1714;3030232000;BP
1715;3030586928;Tamoil
1716;3030689545;Eni
1717;3033193237;
1718;3036859522;
1719;3040046068;Eni
1720;3041821374;
1721;3056266301;
1722;3071458539;Tamoil
1723;3076893967;
1724;3077453742;
1725;3084903258;
1726;3086649249;Duetto Automobile
1727;3086652027;
1728;3096177968;
1729;3118575543;
1730;3121224677;Grisard
1731;3123715104;
1732;3123717286;
1733;3123717295;Combustia
1734;3135208633;Migrol
1735;3149979018;
1736;3166577286;
1737;3175013666;Avia
1738;3181785924;
1739;3196705172;
1740;3197502313;
1741;3203084549;
1742;3206147458;Migrol
1743;3223654510;
1744;3224540989;
1745;3238083467;
1746;3240926807;LANDI Bern-West Genossenschaft
1747;3244693565;Lagerhaus Lohn AG
1748;3244693566;
1749;3247531547;
1750;3266767364;Piccadilly
1751;3267258368;
1752;3274467749;
1753;3279865553;Socar
1754;3280639461;
1755;3284696980;
1756;3284697002;
1757;3287567839;
1758;3293439029;Coop Mineraloel
1759;3323077484;
1760;3323135069;
1761;3323135070;Migrol
1762;3323135073;Eni
1763;3323135074;
1764;3323135077;Piccadilly
1765;3323135078;
1766;3323135079;Piccadilly
1767;3323135080;Piccadilly
1768;3323135082;Piccadilly SA
1769;3323135083;Piccadilly
1770;3323135085;Socar Energy Switzerland GmbH
1771;3323135086;Tamoil
1772;3323135089;Piccadilly
1773;3323252277;
1774;3334481475;
1775;3338200230;
1776;3338569750;
1777;3338569753;
1778;3346518654;
1779;3346541546;
1780;3356135743;
1781;3357984510;Agip
1782;3358399930;
1783;3358815725;
1784;3358829209;
1785;3358829214;
1786;3358834640;Migrol
1787;3358844941;Migrol
1788;3358844942;Migrol
1789;3358847506;
1790;3358847509;Coop Mineraloel
1791;3358848067;Migrol
1792;3367972858;Miniprix
1793;3373195693;Shell (Switzerland)
1794;3376582843;Migrol
1795;3384690532;Socar Energy Switzerland GmbH
1796;3385874251;Coop Mineraloel
1797;3387987645;
1798;3389972644;Piccadilly
1799;3392227810;
1800;3397616183;Migrol
1801;3401699023;AVIA
1802;3416564162;Piccadilly
1803;3423757177;Hergol
1804;3424601911;
1805;3443513113;
1806;3452107451;
1807;3465183252;
1808;3499725468;
1809;3501375811;
1810;3517072075;
1811;3532674147;Agrola
1812;3536981998;
1813;3546174756;Coop Mineraloel
1814;3546818007;
1815;3553554148;
1816;3554639200;Coop
1817;3554639202;
1818;3556535496;ECSA
1819;3556535497;
1820;3556535498;
1821;3571196998;
1822;3576197245;Eni
1823;3577237919;IP
1824;3577237924;Piccadilly
1825;3578306158;Coop Mineraloel AG
1826;3578360626;Coop Mineraloel AG
1827;3581798593;
1828;3590377277;
1829;3590384048;
1830;3595071630;Landi
1831;3599872150;Migrol
1832;3618403643;
1833;3619938082;Tamoil
1834;3619958668;
1835;3620863237;A.H. Meyer & Cie
1836;3624467104;
1837;3630833653;
1838;3632876338;
1839;3639341622;
1840;3639341641;
1841;3640295271;
1842;3640398500;
1843;3646443415;Voegtlin-Meyer AG
1844;3654662924;
1845;3655247409;
1846;3657089816;Esca
1847;3660772643;
1848;3660847528;Shell (Switzerland)
1849;3664846103;
1850;3666276313;Migrol
1851;3667591177;Mercedes-Benz Aarau Rohr
1852;3670745823;
1853;3675329979;
1854;3676208121;SOCAR Energy Switzerland
1855;3683619190;Migrol
1856;3684333715;
1857;3688226672;Coop
1858;3698907014;
1859;3698907015;
1860;3699868733;
1861;3700013891;
1862;3701697556;
1863;3701926343;
1864;3709205775;
1865;3711872285;
1866;3717722792;
1867;3725298785;
1868;3725780316;Hürstwald Garage
1869;3725889088;
1870;3725889090;
1871;3725889091;
1872;3725889092;
1873;3725889093;
1874;3725892839;
1875;3725902823;
1876;3725904325;
1877;3730065081;
1878;3752045763;
1879;3752045764;
1880;3766123215;
1881;3768196581;
1882;3773241559;
1883;3773259057;
1884;3773259058;
1885;3779403542;migros
1886;3779580857;
1887;3779587759;
1888;3783431065;Avia
1889;3790817939;
1890;3796957666;Moveri
1891;3810110865;Migrol
1892;3815984133;
1893;3822092434;BP
1894;3826204629;Moveri
1895;3826204630;Migrol
1896;3829948112;
1897;3831529409;
1898;3831821557;Coop Mineraloel
1899;3833323678;Shell (Switzerland)
1900;3836514597;
1901;3843591892;
1902;3843591893;
1903;3843591905;
1904;3843591906;
1905;3849962497;
1906;3856077382;Avia Osterwalder Zürich
1907;3857051059;
1908;3870732123;Garage du Repuis
1909;3872780480;Agrola
1910;3873500007;Migrolino
1911;3875574430;
1912;3902614699;Migrol
1913;3904951019;
1914;3910778136;Coop
1915;3913188274;
1916;3926865068;
1917;3926865071;
1918;3957129672;
1919;3960828719;
1920;3973532513;
1921;3986844671;Landi
1922;3991254087;
1923;4003557922;
1924;4031748743;Essebi Garage SA
1925;4040977956;
1926;4058250841;
1927;4062268285;
1928;4071715490;
1929;4072287092;
1930;4077197252;Avia Osterwalder Zürich
1931;4081300238;Auto Jäger AG
1932;4088695339;Schweizer Armee
1933;4088701801;Schweizer Armee
1934;4088712038;Schweizer Armee
1935;4088731206;Schweizer Armee
1936;4088745689;Schweizer Armee
1937;4088761639;Schweizer Armee
1938;4088761840;Schweizer Armee
1939;4088879639;Schweizer Armee
1940;4088879676;Schweizer Armee
1941;4088923696;Schweizer Armee
1942;4088931569;Schweizer Armee
1943;4088976020;Schweizer Armee
1944;4088998702;Schweizer Armee
1945;4089001640;Armée suisse
1946;4089011903;Schweizer Armee
1947;4089017613;Schweizer Armee
1948;4089028880;Schweizer Armee
1949;4089035400;Schweizer Armee
1950;4089041537;Schweizer Armee
1951;4089053385;Schweizer Armee
1952;4089066496;Schweizer Armee
1953;4089070715;Schweizer Armee
1954;4089076989;Schweizer Armee
1955;4089096059;Schweizer Armee
1956;4090435103;Schweizer Armee
1957;4090464289;Schweizer Armee
1958;4090465707;Schweizer Armee
1959;4090470229;Schweizer Armee
1960;4090470990;Schweizer Armee
1961;4090478031;Schweizer Armee
1962;4090484292;Schweizer Armee
1963;4094946573;Schweizer Armee
1964;4094954025;Schweizer Armee
1965;4094994191;Schweizer Armee
1966;4095702167;Schweizer Armee
1967;4095710989;Schweizer Armee
1968;4095716098;Schweizer Armee
1969;4095857965;Schweizer Armee
1970;4095864393;Schweizer Armee
1971;4095874621;Schweizer Armee
1972;4095885839;Schweizer Armee
1973;4095892754;Schweizer Armee
1974;4095901422;Schweizer Armee
1975;4095913148;Schweizer Armee
1976;4095924863;Schweizer Armee
1977;4095934505;Schweizer Armee
1978;4095957368;Schweizer Armee
1979;4096759731;Schweizer Armee
1980;4096807530;Schweizer Armee
1981;4096851895;Schweizer Armee
1982;4097127005;Schweizer Armee
1983;4097134493;Schweizer Armee
1984;4097159292;Schweizer Armee
1985;4097236717;Schweizer Armee
1986;4097292416;Schweizer Armee
1987;4097298894;Schweizer Armee
1988;4097309412;Schweizer Armee
1989;4097312135;Schweizer Armee
1990;4097315197;Schweizer Armee
1991;4097316481;Schweizer Armee
1992;4101219399;
1993;4105524510;
1994;4107323973;
1995;4110508143;
1996;4127859166;SOCAR Energy Switzerland
1997;4137864679;
1998;4137864686;
1999;4138760987;
2000;4139299712;
2001;4139299723;
2002;4140928289;
2003;4144203889;Coop
2004;4153950189;
2005;4163251498;Horben Garage
2006;4169107328;
2007;4169328572;
2008;4171946430;
2009;4171946441;
2010;4171946464;Strähl Käse AG
2011;4172108921;
2012;4174452024;Fenaco
2013;4178961089;Fryand / Migrolino
2014;4187685218;
2015;4195551923;
2016;4200366010;LSGL
2017;4205766538;
2018;4219343922;Tamoil
2019;4228845595;Landi Eulachtal
2020;4233225589;
2021;4243869743;
2022;4250994336;
2023;4251315310;
2024;4251315312;
2025;4256047103;
2026;4271097393;
2027;4280190277;AVIA Vereinigung
2028;4294130732;
2029;4301202055;
2030;4303177352;Migrol
2031;4303177353;
2032;4312489291;AVIA Osterwalder AG
2033;4322098887;Migrol
2034;4331258566;
2035;4339744894;
2036;4342415812;Basler Verkehrsbetriebe
2037;4348503505;
2038;4350047189;Eni
2039;4350048126;
2040;4353163721;Migrol
2041;4354051014;
2042;4358768290;
2043;4369399352;
2044;4370216210;
2045;4371209291;
2046;4374630790;
2047;4374647078;
2048;4374661802;
2049;4374734392;
2050;4375752130;
2051;4379763130;
2052;4383628051;Agrola
2053;4385865153;Grenacher SA
2054;4392474889;
2055;4402337074;AVIA
2056;4406030790;Compagnie In
2057;4406033390;Cosvegas
2058;4406082693;
2059;4412050012;
2060;4424238921;
2061;4426163090;
2062;4433552056;
2063;4435238292;Avia Osterwalder Zürich
2064;4449389700;Avia
2065;4449629543;EMPA
2066;4462489136;
2067;4468375295;
2068;4469087332;
2069;4469637892;Shell (Switzerland)
2070;4471002503;
2071;4483819293;
2072;4490580195;
2073;4498351089;Ruedi Rüssel
2074;4506298182;Sportgarage Meyer AG
2075;4513800807;
2076;4521490965;
2077;4532798983;
2078;4539629205;
2079;4555025465;
2080;4560218843;
2081;4561938178;Migrol
2082;4568980639;
2083;4571341542;
2084;4574572612;
2085;4584155691;Coop Mineraloel
2086;4594228957;
2087;4595204262;
2088;4599603764;
2089;4612312492;
2090;4617951385;Stiffler Immobilien AG
2091;4626325925;
2092;4639517313;
2093;4639517344;
2094;4640531856;
2095;4690791242;AVIA
2096;4697887291;Coop Mineraloel
2097;4697941146;Avia
2098;4719655690;
2099;4730835508;Landi See AG
2100;4736427919;
2101;4740888851;Th. Willy
2102;4745883536;
2103;4747343116;
2104;4770994506;
2105;4770994507;
2106;4778868523;
2107;4779034521;
2108;4794080208;Coray
2109;4811194246;
2110;4820137498;SOCAR Energy Switzerland
2111;4820137500;SOCAR Energy Switzerland
2112;4820601025;Shell (Switzerland)
2113;4820601027;Migrol
2114;4820601028;Migrol
2115;4820646304;Shell
2116;4820646305;Shell (Switzerland)
2117;4820646306;
2118;4828232529;Avia Osterwalder Zürich
2119;4833061686;Avia Osterwalder Zürich
2120;4833061688;A.H. Meyer & Cie
2121;4833061689;A.H. Meyer & Cie
2122;4833061690;Avia Osterwalder Zürich
2123;4847777858;Coop Mineraloel
2124;4858136837;
2125;4862382977;
2126;4874628427;
2127;4875461021;
2128;4877012124;
2129;4881321621;
2130;4906686362;
2131;4908650221;
2132;4909119028;Migrol
2133;4911281322;
2134;4931267322;Regionalwerke AG Baden
2135;4932308537;
2136;4934580331;
2137;4935127595;
2138;4935133533;
2139;4935627363;Nasa
2140;4940994898;Eni
2141;4959639284;
2142;4969901431;
2143;4970198222;Migrol
2144;4985353144;Energie Service Biel
2145;4988501321;
2146;4989129994;
2147;4990819212;
2148;4997840521;Agrola
2149;5000075190;
2150;5018103221;
2151;5019801223;
2152;5025942525;
2153;5026260721;
2154;5032062867;
2155;5036721253;
2156;5046195421;
2157;5047593047;
2158;5056322715;
2159;5057709536;
2160;5060356108;
2161;5061305988;
2162;5067529943;BP
2163;5084007910;
2164;5094331487;Frères Jubin
2165;5105726212;
2166;5118373197;Coop Mineraloel AG
2167;5124348129;
2168;5124384532;Migrol
2169;5125381698;
2170;5159526087;
2171;5165148129;
2172;5165148133;
2173;5165572653;
2174;5170933717;Coop Genossenschaft
2175;5186077451;Feuz
2176;5192332363;BP
2177;5193792846;Küng AG Bern
2178;5194330171;
2179;5197705030;
2180;5197977000;A.H. Meyer & Cie
2181;5197977001;A.H. Meyer & Cie
2182;5210513723;
2183;5211134027;
2184;5211134029;
2185;5219377578;Avia
2186;5242262577;
2187;5245851786;
2188;5256182279;Combustia
2189;5256316188;
2190;5258126478;
2191;5272123446;Migrol
2192;5272123447;SOCAR Energy Switzerland
2193;5272123448;Shell (Switzerland)
2194;5272123457;
2195;5281995076;
2196;5286491814;
2197;5312143039;AGROLA
2198;5312558978;Coop Mineraloel
2199;5321664526;Agrola
2200;5327249121;Peter Brechtbühl AG
2201;5336400778;
2202;5336410697;
2203;5336973838;Coop
2204;5336973857;Agip
2205;5338678441;
2206;5348845699;BP
2207;5349792184;
2208;5357761037;Coop Mineraloel
2209;5359286417;
2210;5361583710;
2211;5370227721;
2212;5370227722;
2213;5370500872;Avia Osterwalder Zürich
2214;5372787108;
2215;5372787884;
2216;5375798859;
2217;5412045769;
2218;5412554744;
2219;5420548552;
2220;5434396547;Shell (Switzerland)
2221;5438021361;
2222;5438021375;
2223;5458717846;
2224;5464829035;Coop Mineraloel
2225;5487048154;
2226;5487138376;
2227;5487138933;
2228;5488634095;
2229;5488634101;Migrol
2230;5488634114;
2231;5488634116;
2232;5488634117;
2233;5488634723;
2234;5488634726;
2235;5488634738;SOCAR Energy Switzerland
2236;5489790800;
2237;5514327803;
2238;5514875835;Avia Osterwalder Zürich
2239;5514885103;
2240;5519650888;
2241;5528778830;Shell
2242;5531293140;
2243;5541390740;MP Biodiesel
2244;5542504235;Engadin Bus
2245;5552618122;
2246;5577256076;
2247;5579134459;
2248;5582940854;Hess
2249;5615208385;
2250;5628344433;
2251;5634621236;Miniprix
2252;5656793621;
2253;5656793721;
2254;5670394821;
2255;5678614593;Stadt Zürich
2256;5681773880;
2257;5705934073;
2258;5708612525;
2259;5716124616;Garage des Plantys
2260;5718417508;
2261;5721083669;Avia Osterwalder Zürich
2262;5721083673;Oskar Bader's Erben
2263;5744118451;
2264;5746033457;Migrol
2265;5746437131;
2266;5747534240;Esso
2267;5761628590;SOCAR Energy Switzerland
2268;5761634422;
2269;5761683573;
2270;5776944239;
2271;5777824921;
2272;5778436755;
2273;5786868853;CERN
2274;5793347332;
2275;5801936256;
2276;5810729647;
2277;5841671044;
2278;5854422023;
2279;5859362243;
2280;5873752911;Garage Kaufmann AG
2281;5905797678;
2282;5905797683;
2283;5922298164;
2284;5924411446;BP
2285;5924878034;
2286;5927470460;
2287;5940499368;Migrol
2288;5948084114;
2289;5948764220;
2290;5949227115;
2291;5954425429;
2292;5961692300;
2293;5968334800;
2294;5989533166;
2295;6002697604;
2296;6002697605;
2297;6010865073;
2298;6051671827;
2299;6051671832;
2300;6052931654;
2301;6069054884;
2302;6076240798;
2303;6088224395;
2304;6088844211;
2305;6090147784;
2306;6104266824;
2307;6109275785;Agrola
2308;6109419085;Coop
2309;6111365297;
2310;6111365298;
2311;6120031542;
2312;6152961334;
2313;6165583983;
2314;6171424585;
2315;6172667887;
2316;6177659238;Migrol
2317;6180364746;
2318;6180769025;Säntis Energie
2319;6184251915;
2320;6184252057;
2321;6184579379;
2322;6193616973;Landi
2323;6199021685;Sandro Ehrbar
2324;6214401205;
2325;6216963685;
2326;6223284379;Garage Bolli
2327;6233652366;
2328;6233652367;
2329;6243050151;
2330;6243074754;
2331;6251318201;
2332;6253517961;
2333;6275148234;
2334;6301355684;
2335;6316884771;
2336;6320502728;
2337;6326773386;
2338;6328386301;Hess AG Zollikofen
2339;6340573497;
2340;6367818185;
2341;6372520434;
2342;6376754191;
2343;6389192666;
2344;6404970685;
2345;6407345181;Landi Bachtel
2346;6431135289;
2347;6434199505;
2348;6443603892;
2349;6454393592;
2350;6461054588;
2351;6466301764;
2352;6466435960;Coop Mineraloel
2353;6480377280;El Rolbanito
2354;6485025085;Coop Mineraloel
2355;6503094668;
2356;6504630732;
2357;6512147358;Mérillat Mazout SA
2358;6530443337;
2359;6530444717;
2360;6536906986;Garage Oberalp
2361;6584592532;Landi Obfelden
2362;6603380443;
2363;6611751135;
2364;6613039261;
2365;6631024141;
2366;6680253709;BP
2367;6681758290;
2368;6690913647;Post
2369;6700752605;
2370;6700826348;
2371;6703441119;
2372;6762373476;
2373;6774918763;MACRO SWISS ENERGY AG
2374;6779296606;
2375;6796486568;
2376;6812900280;Migrol
2377;6835510255;Garage Marti AG
2378;6853724786;
2379;6858204330;
2380;6868334960;
2381;6869927506;
2382;6869927508;
2383;6870084947;
2384;6871040108;
2385;6874188877;
2386;6875534651;
2387;6877267134;
2388;6877687313;
2389;6877726982;
2390;6877899832;
2391;6881273113;
2392;6886005035;
2393;6887869020;
2394;6893086547;
2395;6899769189;
2396;6916065079;
2397;6949608209;
2398;6983767347;
2399;7003233349;Avia Osterwalder Zürich
2400;7021621077;
2401;7051810399;
2402;7058350886;Migrol
2403;7064077373;Coop Mineraloel
2404;7088159116;
2405;7096350846;
2406;7105143246;
2407;7111931002;SOCAR Energy Switzerland
2408;7124256385;Coop Mineraloel
2409;7129021552;
2410;7140147908;Granpremiogomme
2411;7159893353;
2412;7169643795;
2413;7180524077;
2414;7181832094;
2415;7188187260;
2416;7212592985;Maurice Greangean
2417;7216902618;
2418;7219104975;
2419;7227684701;Migrol
2420;7234871003;
2421;7235474663;
2422;7283569729;SOCAR Energy Switzerland
2423;7319282794;
2424;7352171273;BP
2425;7358597529;SOCAR Energy Switzerland
2426;7360125203;Garage Marcel Wyder
2427;7390911007;
2428;7403418119;A.H. Meyer & Cie
2429;7419682648;
2430;7419682650;Migrol
2431;7443294871;
2432;7444398176;Landi
2433;7463799585;Migrol
2434;7473300628;Coop Mineraloel
2435;7515746721;
2436;7522442385;
2437;7522442485;
2438;7527143796;
2439;7546196795;Avia
2440;7549225407;Garage Linder
2441;7549225408;Garage Gasser
2442;7590744179;
2443;7598222946;
2444;7600258535;Coop Mineraloel
2445;7600260673;Coop Mineraloel
2446;7600279693;Coop Mineraloel
2447;7600324461;Coop Mineraloel
2448;7600332343;Coop Mineraloel
2449;7600356612;Coop Mineraloel
2450;7600391895;Coop Mineraloel
2451;7600435654;Coop Mineraloel
2452;7603656814;
2453;7606126485;
2454;7643943887;
2455;7649685748;
2456;7673857088;SOCAR Energy Switzerland
2457;7673864020;Migrol
2458;7674184801;Migrol
2459;7680137105;
2460;7682857071;SOCAR Energy Switzerland
2461;7682864190;SOCAR Energy Switzerland
2462;7682902458;Migrol
2463;7683096203;Migrol
2464;7684921023;Shell (Switzerland)
2465;7702297267;SOCAR Energy Switzerland
2466;7702874122;SOCAR Energy Switzerland
2467;7703029466;SOCAR Energy Switzerland
2468;7704856269;Migrol
2469;7706911945;Migrol
2470;7706952223;Migrol
2471;7707275593;Migrol
2472;7707526738;Migrol
2473;7710511664;Migrol
2474;7710695297;Migrol
2475;7710911042;Migrol
2476;7710912979;Migrol
2477;7710938451;Migrol
2478;7710975140;Migrol
2479;7710986564;Migrol
2480;7761067547;Coop Mineraloel
2481;7765697299;
2482;7776671931;Paupe Station SA
2483;7784009538;
2484;7788196025;
2485;7797574860;
2486;7798693088;
2487;7830137785;
2488;7830722251;AutoDaPosta
2489;7855087037;
2490;7855094421;
2491;7897609235;
2492;7903295171;
2493;7904036275;
2494;7906538121;
2495;7914281885;
2496;7922806895;Shell (Switzerland)
2497;7923664286;
2498;7940332961;
2499;7944269385;
2500;7944269485;
2501;7945556109;
2502;7976103204;Osterwalder St. Gallen AG
2503;8009892659;
2504;8011299886;
2505;8011299887;
2506;8015746577;
2507;8042153992;Agrola
2508;8047894497;
2509;8050268168;
2510;8091536612;
2511;8103961457;
2512;8112296024;
2513;8140040906;
2514;8143654398;
2515;8143698924;
2516;8151175308;
2517;8168277323;Shell (Switzerland)
2518;8174535549;
2519;8191417545;
2520;8195983410;
2521;8198230979;Tamoil
2522;8262631150;
2523;8262954422;
2524;8278567115;Lenzlinger Söhne AG
2525;8283191345;
2526;8283191346;
2527;8296551625;Voegtlin-Meyer
2528;8308068118;
2529;8308068119;
2530;8308068120;
2531;8308068121;
2532;8308068122;
2533;8308068217;
2534;8308068218;
2535;8308068220;
2536;8308068317;Mini Prix
2537;8308068318;
2538;8308068417;
2539;8308068517;
2540;8308068518;
2541;8308068617;Shell
